datetime,symbol,open,high,low,close,volume,ema_200,williams_long_stop_plot,williams_short_stop_plot,is_williams_high,is_williams_low,williams_high_price,williams_low_price,strategy_position
2025-08-13 09:15:00,OANDA:XAUUSD,3346.045,3348.16,3345.57,3346.705,1245.0,3346.705,3346.705,3346.705,False,False,,,0
2025-08-13 09:20:00,OANDA:XAUUSD,3346.7,3349.285,3346.7,3349.2,1267.0,3346.729825870647,3346.705,3349.2,False,False,,,0
2025-08-13 09:25:00,OANDA:XAUUSD,3349.195,3349.545,3348.53,3349.29,916.0,3346.755300240093,3346.705,3349.29,False,False,,,0
2025-08-13 09:30:00,OANDA:XAUUSD,3349.28,3351.96,3348.945,3351.565,737.0,3346.803157949147,3346.705,3351.565,False,False,,,0
2025-08-13 09:35:00,OANDA:XAUUSD,3351.905,3353.875,3351.905,3352.615,1320.0,3346.860987223285,3346.705,3352.615,False,False,,,0
2025-08-13 09:40:00,OANDA:XAUUSD,3352.6,3354.08,3352.185,3353.59,990.0,3346.9279425742975,3349.2,3353.59,False,False,,,0
2025-08-13 09:45:00,OANDA:XAUUSD,3353.635,3355.915,3353.635,3355.01,1461.0,3347.0083610561455,3349.29,3355.01,False,False,,,0
2025-08-13 09:50:00,OANDA:XAUUSD,3355.005,3356.605,3354.905,3356.265,1802.0,3347.1004669162835,3351.565,3356.265,False,False,,,0
2025-08-13 09:55:00,OANDA:XAUUSD,3356.275,3356.66,3354.9,3355.175,1865.0,3347.180810529057,3352.615,3356.265,False,False,,,0
2025-08-13 10:00:00,OANDA:XAUUSD,3355.185,3355.955,3354.005,3354.12,1825.0,3347.2498571904594,3353.59,3356.265,False,False,,,0
2025-08-13 10:05:00,OANDA:XAUUSD,3354.14,3356.455,3353.645,3356.285,2066.0,3347.3397591089624,3354.12,3356.285,False,False,,,0
2025-08-13 10:10:00,OANDA:XAUUSD,3356.295,3356.585,3354.555,3354.89,1476.0,3347.4148858839976,3354.12,3356.285,False,False,,,0
2025-08-13 10:15:00,OANDA:XAUUSD,3354.9,3357.28,3354.89,3355.635,1416.0,3347.4966780642567,3354.12,3356.285,False,False,,,0
2025-08-13 10:20:00,OANDA:XAUUSD,3355.61,3356.61,3354.89,3355.875,902.0,3347.580044451677,3354.12,3356.285,False,False,,,0
2025-08-13 10:25:00,OANDA:XAUUSD,3355.87,3357.78,3355.685,3357.35,2102.0,3347.67725793972,3354.89,3357.35,False,False,,,0
2025-08-13 10:30:00,OANDA:XAUUSD,3357.345,3357.785,3354.81,3355.455,1307.0,3347.7546484079817,3354.89,3357.35,False,False,,,0
2025-08-13 10:35:00,OANDA:XAUUSD,3355.51,3356.705,3354.06,3356.46,1432.0,3347.8412688218327,3355.455,3357.35,False,False,,,0
2025-08-13 10:40:00,OANDA:XAUUSD,3356.455,3359.435,3356.305,3358.255,2098.0,3347.944888037536,3355.455,3358.255,False,False,,,0
2025-08-13 10:45:00,OANDA:XAUUSD,3358.26,3358.78,3356.32,3358.735,1328.0,3348.0522523356703,3355.455,3358.735,False,False,,,0
2025-08-13 10:50:00,OANDA:XAUUSD,3358.74,3360.4,3357.995,3360.395,1263.0,3348.175065745266,3355.455,3360.395,False,False,,,0
2025-08-13 10:55:00,OANDA:XAUUSD,3360.385,3360.91,3359.125,3359.24,1461.0,3348.2851645935716,3356.46,3360.395,False,False,,,0
2025-08-13 11:00:00,OANDA:XAUUSD,3359.12,3360.985,3358.715,3360.365,1416.0,3348.4053619608,3358.255,3360.395,True,False,3360.985,,0
2025-08-13 11:05:00,OANDA:XAUUSD,3360.34,3360.34,3358.575,3360.035,947.0,3348.521079752235,3358.735,3360.395,False,False,,,0
2025-08-13 11:10:00,OANDA:XAUUSD,3360.025,3360.17,3356.545,3357.005,1078.0,3348.6054968691283,3357.005,3360.395,False,False,,,0
2025-08-13 11:15:00,OANDA:XAUUSD,3356.93,3357.67,3356.17,3357.585,1101.0,3348.694845158988,3357.005,3360.365,False,False,,,0
2025-08-13 11:20:00,OANDA:XAUUSD,3357.57,3358.855,3355.355,3355.36,1161.0,3348.761165107655,3355.36,3360.365,False,False,,,0
2025-08-13 11:25:00,OANDA:XAUUSD,3355.35,3356.42,3354.355,3354.74,1289.0,3348.8206560021063,3354.74,3360.035,False,False,,,0
2025-08-13 11:30:00,OANDA:XAUUSD,3354.71,3355.675,3352.915,3353.1,1345.0,3348.8632365393987,3353.1,3357.585,False,True,,3352.915,0
2025-08-13 11:35:00,OANDA:XAUUSD,3353.07,3355.865,3353.07,3354.05,1770.0,3348.9148461260716,3353.1,3357.585,False,False,,,0
2025-08-13 11:40:00,OANDA:XAUUSD,3354.055,3354.56,3353.105,3353.9,1555.0,3348.964449647205,3353.1,3355.36,False,False,,,0
2025-08-13 11:45:00,OANDA:XAUUSD,3353.895,3355.87,3352.98,3354.06,1907.0,3349.0151516407655,3353.1,3354.74,False,False,,,0
2025-08-13 11:50:00,OANDA:XAUUSD,3354.21,3354.79,3353.09,3354.365,1130.0,3349.068383962748,3353.1,3354.365,False,False,,,0
2025-08-13 11:55:00,OANDA:XAUUSD,3354.37,3354.765,3353.74,3354.055,977.0,3349.1180020327706,3353.9,3354.365,False,False,,,0
2025-08-13 12:00:00,OANDA:XAUUSD,3354.04,3357.745,3353.805,3357.55,946.0,3349.2019025100567,3353.9,3357.55,False,False,,,0
2025-08-13 12:05:00,OANDA:XAUUSD,3357.555,3359.615,3356.94,3359.595,1055.0,3349.3053164154294,3354.055,3359.595,False,False,,,0
2025-08-13 12:10:00,OANDA:XAUUSD,3359.61,3360.415,3359.12,3360.13,1344.0,3349.4130247098033,3354.055,3360.13,False,False,,,0
2025-08-13 12:15:00,OANDA:XAUUSD,3360.135,3363.615,3360.13,3362.47,1252.0,3349.5429448619448,3354.055,3362.47,False,False,,,0
2025-08-13 12:20:00,OANDA:XAUUSD,3362.335,3362.83,3359.875,3359.895,871.0,3349.645950385707,3357.55,3362.47,False,False,,,0
2025-08-13 12:25:00,OANDA:XAUUSD,3360.03,3361.895,3358.705,3360.38,1432.0,3349.7527568495307,3359.595,3362.47,False,False,,,0
2025-08-13 12:30:00,OANDA:XAUUSD,3360.43,3361.105,3359.605,3360.03,1026.0,3349.855017975406,3359.895,3362.47,False,False,,,0
2025-08-13 12:35:00,OANDA:XAUUSD,3360.08,3360.805,3359.6,3359.6,945.0,3349.951982970676,3359.6,3362.47,False,False,,,0
2025-08-13 12:40:00,OANDA:XAUUSD,3359.56,3359.63,3358.69,3359.35,1331.0,3350.0454955779333,3359.35,3360.38,False,False,,,0
2025-08-13 12:45:00,OANDA:XAUUSD,3359.345,3361.035,3358.865,3360.785,847.0,3350.1523563184514,3359.35,3360.785,False,False,,,0
2025-08-13 12:50:00,OANDA:XAUUSD,3360.76,3361.87,3360.695,3361.825,525.0,3350.268502026726,3359.35,3361.825,False,False,,,0
2025-08-13 12:55:00,OANDA:XAUUSD,3361.835,3363.52,3361.735,3362.285,1124.0,3350.3880691707386,3359.35,3362.285,False,False,,,0
2025-08-13 13:00:00,OANDA:XAUUSD,3362.24,3363.62,3361.91,3363.475,1820.0,3350.5182873879453,3359.35,3363.475,False,False,,,0
2025-08-13 13:05:00,OANDA:XAUUSD,3363.505,3364.11,3362.695,3363.485,1644.0,3350.6473094039857,3360.785,3363.485,False,False,,,0
2025-08-13 13:10:00,OANDA:XAUUSD,3363.49,3366.28,3362.93,3365.355,2082.0,3350.7936545840457,3361.825,3365.355,False,False,,,0
2025-08-13 13:15:00,OANDA:XAUUSD,3365.295,3365.415,3363.985,3365.185,1199.0,3350.9368520508715,3362.285,3365.355,False,False,,,0
2025-08-13 13:20:00,OANDA:XAUUSD,3365.195,3366.805,3364.55,3364.91,1603.0,3351.075888348873,3363.475,3365.355,True,False,3366.805,,0
2025-08-13 13:25:00,OANDA:XAUUSD,3364.925,3366.32,3364.14,3364.8,1117.0,3351.21244667376,3363.485,3365.355,False,False,,,0
2025-08-13 13:30:00,OANDA:XAUUSD,3364.735,3366.355,3364.64,3364.845,1184.0,3351.3480939705387,3364.8,3365.355,False,False,,,0
2025-08-13 13:35:00,OANDA:XAUUSD,3364.84,3365.795,3363.975,3363.98,911.0,3351.4737845777972,3363.98,3365.185,False,False,,,0
2025-08-13 13:40:00,OANDA:XAUUSD,3364.03,3364.87,3363.16,3364.015,799.0,3351.5985727909538,3363.98,3364.91,False,False,,,0
2025-08-13 13:45:00,OANDA:XAUUSD,3364.05,3366.03,3364.04,3365.975,879.0,3351.7416218179096,3363.98,3365.975,False,False,,,0
2025-08-13 13:50:00,OANDA:XAUUSD,3365.96,3366.06,3363.82,3363.82,477.0,3351.861804685393,3363.82,3365.975,False,False,,,0
2025-08-13 13:55:00,OANDA:XAUUSD,3363.77,3364.665,3363.74,3364.18,405.0,3351.9843737930014,3363.82,3365.975,False,False,,,0
2025-08-13 14:00:00,OANDA:XAUUSD,3364.45,3366.13,3364.45,3365.92,641.0,3352.123036740335,3363.82,3365.975,False,False,,,0
2025-08-13 14:05:00,OANDA:XAUUSD,3365.94,3366.69,3365.49,3366.315,1293.0,3352.264250305108,3363.82,3366.315,False,False,,,0
2025-08-13 14:10:00,OANDA:XAUUSD,3366.325,3366.78,3365.49,3365.65,1062.0,3352.397441844361,3363.82,3366.315,False,False,,,0
2025-08-13 14:15:00,OANDA:XAUUSD,3365.655,3366.565,3363.84,3366.41,1625.0,3352.5368702837204,3364.18,3366.41,False,False,,,0
2025-08-13 14:20:00,OANDA:XAUUSD,3366.415,3367.095,3365.72,3366.285,652.0,3352.6736675943303,3365.65,3366.41,True,False,3367.095,,0
2025-08-13 14:25:00,OANDA:XAUUSD,3366.28,3366.735,3365.65,3366.18,476.0,3352.808058961551,3365.65,3366.41,False,False,,,0
2025-08-13 14:30:00,OANDA:XAUUSD,3366.175,3367.09,3364.305,3364.315,787.0,3352.9225558873068,3364.315,3366.41,False,False,,,0
2025-08-13 14:35:00,OANDA:XAUUSD,3364.305,3364.955,3362.62,3362.92,1178.0,3353.0220329431545,3362.92,3366.41,False,False,,,0
2025-08-13 14:40:00,OANDA:XAUUSD,3362.87,3363.67,3361.175,3362.815,2026.0,3353.119475401432,3362.815,3366.285,False,False,,,0
2025-08-13 14:45:00,OANDA:XAUUSD,3362.825,3363.175,3361.825,3362.185,1864.0,3353.2096796262936,3362.185,3366.18,False,False,,,0
2025-08-13 14:50:00,OANDA:XAUUSD,3362.175,3363.145,3359.925,3361.105,1966.0,3353.2882400280223,3361.105,3364.315,False,False,,,0
2025-08-13 14:55:00,OANDA:XAUUSD,3361.13,3361.17,3359.545,3360.235,1912.0,3353.3573620177935,3360.235,3362.92,False,False,,,0
2025-08-13 15:00:00,OANDA:XAUUSD,3360.26,3362.335,3359.305,3359.81,1856.0,3353.4215673708504,3359.81,3362.815,False,False,,,0
2025-08-13 15:05:00,OANDA:XAUUSD,3359.79,3360.63,3359.26,3359.695,1595.0,3353.483989586066,3359.695,3362.185,False,False,,,0
2025-08-13 15:10:00,OANDA:XAUUSD,3359.7,3360.865,3359.13,3359.185,2054.0,3353.5407160578466,3359.185,3361.105,False,False,,,0
2025-08-13 15:15:00,OANDA:XAUUSD,3359.175,3361.365,3358.925,3359.85,1394.0,3353.6034950025446,3359.185,3360.235,False,False,,,0
2025-08-13 15:20:00,OANDA:XAUUSD,3359.845,3360.9,3359.14,3360.48,1242.0,3353.671917937843,3359.185,3360.48,False,False,,,0
2025-08-13 15:25:00,OANDA:XAUUSD,3360.485,3362.52,3360.01,3362.42,1579.0,3353.758963530501,3359.185,3362.42,False,False,,,0
2025-08-13 15:30:00,OANDA:XAUUSD,3362.435,3363.9,3361.42,3361.74,1848.0,3353.8383768287053,3359.185,3362.42,True,False,3363.9,,0
2025-08-13 15:35:00,OANDA:XAUUSD,3361.715,3361.74,3356.52,3357.105,1966.0,3353.870880541853,3357.105,3362.42,False,False,,,0
2025-08-13 15:40:00,OANDA:XAUUSD,3357.155,3358.39,3356.485,3357.375,1808.0,3353.905747402133,3357.105,3362.42,False,False,,,0
2025-08-13 15:45:00,OANDA:XAUUSD,3357.37,3359.105,3356.495,3359.02,2123.0,3353.956635487684,3357.105,3362.42,False,False,,,0
2025-08-13 15:50:00,OANDA:XAUUSD,3359.04,3362.005,3358.485,3361.035,2384.0,3354.0270669753686,3357.105,3361.74,False,False,,,0
2025-08-13 15:55:00,OANDA:XAUUSD,3361.025,3361.26,3358.025,3358.75,2244.0,3354.074061333823,3357.105,3361.035,False,False,,,0
2025-08-13 16:00:00,OANDA:XAUUSD,3358.765,3359.455,3355.545,3358.685,2762.0,3354.1199413205513,3357.375,3361.035,False,False,,,0
2025-08-13 16:05:00,OANDA:XAUUSD,3358.69,3360.06,3357.975,3359.115,1629.0,3354.1696433969637,3358.685,3361.035,False,False,,,0
2025-08-13 16:10:00,OANDA:XAUUSD,3359.11,3359.825,3357.215,3358.51,1902.0,3354.212831024855,3358.51,3361.035,False,False,,,0
2025-08-13 16:15:00,OANDA:XAUUSD,3358.52,3361.035,3358.02,3360.47,1826.0,3354.2750914126673,3358.51,3360.47,False,False,,,0
2025-08-13 16:20:00,OANDA:XAUUSD,3360.45,3360.45,3357.445,3357.995,2630.0,3354.3121054284616,3357.995,3360.47,False,False,,,0
2025-08-13 16:25:00,OANDA:XAUUSD,3358.0,3359.09,3357.49,3358.125,2092.0,3354.35004467793,3357.995,3360.47,False,False,,,0
2025-08-13 16:30:00,OANDA:XAUUSD,3358.095,3358.285,3354.845,3355.24,3478.0,3354.3588999547665,3355.24,3360.47,False,False,,,0
2025-08-13 16:35:00,OANDA:XAUUSD,3355.305,3357.38,3354.555,3354.655,2182.0,3354.3618462238733,3354.655,3360.47,False,False,,,0
2025-08-13 16:40:00,OANDA:XAUUSD,3354.685,3358.02,3354.45,3357.59,2270.0,3354.393967156969,3354.655,3358.125,False,False,,,0
2025-08-13 16:45:00,OANDA:XAUUSD,3357.595,3358.43,3354.645,3355.84,1893.0,3354.408355543467,3354.655,3358.125,False,False,,,0
2025-08-13 16:50:00,OANDA:XAUUSD,3355.85,3357.63,3354.16,3356.54,1928.0,3354.4295659360696,3354.655,3357.59,False,False,,,0
2025-08-13 16:55:00,OANDA:XAUUSD,3356.535,3357.685,3355.375,3357.31,1455.0,3354.4582269715315,3354.655,3357.59,False,False,,,0
2025-08-13 17:00:00,OANDA:XAUUSD,3357.295,3358.695,3356.415,3357.335,3002.0,3354.4868515787803,3355.84,3357.59,False,False,,,0
2025-08-13 17:05:00,OANDA:XAUUSD,3357.34,3362.56,3357.2,3361.715,2770.0,3354.5587734536184,3355.84,3361.715,False,False,,,0
2025-08-13 17:10:00,OANDA:XAUUSD,3361.71,3362.475,3359.62,3362.415,2423.0,3354.6369448620403,3356.54,3362.415,False,False,,,0
2025-08-13 17:15:00,OANDA:XAUUSD,3362.56,3364.34,3360.21,3361.97,2363.0,3354.709910584806,3357.31,3362.415,False,False,,,0
2025-08-13 17:20:00,OANDA:XAUUSD,3361.95,3365.95,3361.925,3365.25,2804.0,3354.8147870964003,3357.335,3365.25,False,False,,,0
2025-08-13 17:25:00,OANDA:XAUUSD,3365.305,3365.845,3364.195,3365.175,3054.0,3354.9178737919588,3361.715,3365.25,False,False,,,0
2025-08-13 17:30:00,OANDA:XAUUSD,3365.185,3365.73,3363.24,3365.115,1660.0,3355.0193377343276,3361.97,3365.25,False,False,,,1
