datetime,symbol,open,high,low,close,volume,ema_200,williams_long_stop_plot,williams_short_stop_plot,is_williams_high,is_williams_low,williams_high_price,williams_low_price,strategy_position
2025-08-12 20:45:00,OANDA:XAUUSD,3349.945,3350.13,3348.21,3349.38,1454.0,3349.38,3349.38,3349.38,False,False,,,0
2025-08-12 20:50:00,OANDA:XAUUSD,3349.375,3350.77,3348.995,3349.705,1740.0,3349.383233830846,3349.38,3349.705,False,False,,,0
2025-08-12 20:55:00,OANDA:XAUUSD,3349.715,3349.9,3347.39,3348.24,1909.0,3349.371858369843,3348.24,3349.705,False,False,,,0
2025-08-12 21:00:00,OANDA:XAUUSD,3348.22,3349.515,3348.04,3348.49,1221.0,3349.3630836596953,3348.24,3349.705,False,False,,,0
2025-08-12 21:05:00,OANDA:XAUUSD,3348.445,3349.895,3348.23,3349.66,1155.0,3349.3660380511415,3348.24,3349.705,False,False,,,0
2025-08-12 21:10:00,OANDA:XAUUSD,3349.705,3349.705,3347.85,3348.425,833.0,3349.356674488444,3348.24,3349.705,False,False,,,0
2025-08-12 21:15:00,OANDA:XAUUSD,3348.485,3348.98,3347.63,3347.675,1189.0,3349.3399414089567,3347.675,3349.66,False,False,,,0
2025-08-12 21:20:00,OANDA:XAUUSD,3347.645,3348.465,3346.43,3348.145,1163.0,3349.3280514446888,3347.675,3349.66,False,False,,,0
2025-08-12 21:25:00,OANDA:XAUUSD,3348.15,3349.1,3347.475,3349.1,1177.0,3349.325782276085,3347.675,3349.66,False,False,,,0
2025-08-12 21:30:00,OANDA:XAUUSD,3349.1,3350.33,3348.425,3350.065,1239.0,3349.3331376763235,3347.675,3350.065,False,False,,,0
2025-08-12 21:35:00,OANDA:XAUUSD,3350.075,3350.93,3348.94,3349.755,1189.0,3349.3373353113852,3347.675,3350.065,True,False,3350.93,,0
2025-08-12 21:40:00,OANDA:XAUUSD,3349.74,3349.98,3349.14,3349.145,1652.0,3349.3354215271925,3348.145,3350.065,False,False,,,0
2025-08-12 21:45:00,OANDA:XAUUSD,3349.115,3350.635,3349.05,3349.315,1530.0,3349.335218327917,3349.1,3350.065,False,False,,,0
2025-08-12 21:50:00,OANDA:XAUUSD,3349.275,3349.63,3348.12,3348.49,1466.0,3349.326808195301,3348.49,3350.065,False,False,,,0
2025-08-12 21:55:00,OANDA:XAUUSD,3348.465,3349.12,3348.015,3349.08,1368.0,3349.324352392363,3348.49,3349.755,False,False,,,0
2025-08-12 22:00:00,OANDA:XAUUSD,3349.075,3349.67,3348.985,3349.61,1044.0,3349.327194657116,3348.49,3349.61,False,False,,,0
2025-08-12 22:05:00,OANDA:XAUUSD,3349.605,3349.67,3348.485,3348.505,1452.0,3349.319013615752,3348.49,3349.61,False,False,,,0
2025-08-12 22:10:00,OANDA:XAUUSD,3348.51,3348.835,3347.6,3348.66,1312.0,3349.3124562663415,3348.49,3349.61,False,False,,,0
2025-08-12 22:15:00,OANDA:XAUUSD,3348.59,3349.215,3348.28,3349.0,1052.0,3349.3093472487662,3348.505,3349.61,False,False,,,0
2025-08-12 22:20:00,OANDA:XAUUSD,3348.985,3349.235,3348.425,3349.225,1114.0,3349.3085079726593,3348.505,3349.61,False,False,,,0
2025-08-12 22:25:00,OANDA:XAUUSD,3349.23,3349.79,3348.835,3349.105,1394.0,3349.3064830177077,3348.505,3349.225,False,False,,,0
2025-08-12 22:30:00,OANDA:XAUUSD,3349.09,3349.49,3348.595,3349.065,1562.0,3349.304080201611,3348.66,3349.225,False,False,,,0
2025-08-12 22:35:00,OANDA:XAUUSD,3349.025,3349.055,3345.595,3346.49,1448.0,3349.2760794035853,3346.49,3349.225,False,True,,3345.595,0
2025-08-12 22:40:00,OANDA:XAUUSD,3346.485,3347.185,3346.01,3346.55,1053.0,3349.2489542353906,3346.49,3349.225,False,False,,,0
2025-08-12 22:45:00,OANDA:XAUUSD,3346.555,3346.68,3345.925,3346.44,1005.0,3349.221004442004,3346.44,3349.105,False,False,,,0
2025-08-12 22:50:00,OANDA:XAUUSD,3346.45,3346.78,3345.955,3346.77,1426.0,3349.1966163381035,3346.44,3349.065,False,False,,,0
2025-08-12 22:55:00,OANDA:XAUUSD,3346.735,3348.56,3346.515,3348.34,1060.0,3349.188092792451,3346.44,3348.34,False,False,,,0
2025-08-12 23:00:00,OANDA:XAUUSD,3348.345,3349.34,3348.32,3348.51,1612.0,3349.181345600486,3346.44,3348.51,False,False,,,0
2025-08-12 23:05:00,OANDA:XAUUSD,3348.49,3349.07,3348.16,3348.25,892.0,3349.172078480083,3346.44,3348.51,False,False,,,0
2025-08-12 23:10:00,OANDA:XAUUSD,3348.23,3348.465,3347.545,3347.94,982.0,3349.1598189927195,3346.77,3348.51,False,False,,,0
2025-08-12 23:15:00,OANDA:XAUUSD,3347.95,3348.62,3347.725,3348.15,908.0,3349.1497710425433,3347.94,3348.51,False,False,,,0
2025-08-12 23:20:00,OANDA:XAUUSD,3348.145,3348.32,3347.175,3347.195,953.0,3349.1303205844088,3347.195,3348.51,False,False,,,0
2025-08-12 23:25:00,OANDA:XAUUSD,3347.185,3348.49,3346.81,3347.66,1388.0,3349.1156905288426,3347.195,3348.25,False,False,,,0
2025-08-12 23:30:00,OANDA:XAUUSD,3347.655,3347.83,3346.4,3346.4,303.0,3349.088668732536,3346.4,3348.15,False,False,,,0
