datetime,symbol,open,high,low,close,volume,EMA_9,EMA_21,EMA_50,DEMA_9,DEMA_21
2025-07-16 10:30:00,OANDA:XAUUSD,3339.23,3340.285,3336.06,3337.87,6898.0,3335.605070547802,3337.899570319666,3347.934056680996,3336.4565174531995,3331.885342555027
2025-07-16 11:30:00,OANDA:XAUUSD,3337.94,3342.775,3337.775,3342.08,6470.0,3336.900056438242,3338.2796093815145,3347.704485830761,3338.6172026749114,3333.157619651705
2025-07-16 12:30:00,OANDA:XAUUSD,3342.065,3343.08,3339.055,3340.07,7409.0,3337.5340451505936,3338.4423721650132,3347.405094229555,3339.4149531098105,3333.9339840320035
2025-07-16 13:30:00,OANDA:XAUUSD,3339.97,3340.485,3333.945,3335.01,8831.0,3337.029236120475,3338.13033833183,3346.919012102906,3338.130115263754,3333.748136544382
2025-07-16 14:30:00,OANDA:XAUUSD,3334.97,3340.34,3333.84,3339.435,12151.0,3337.5103888963804,3338.2489439380274,3346.6255214322036,3338.776014431727,3334.3729474096176
2025-07-16 15:30:00,OANDA:XAUUSD,3339.4,3341.07,3331.01,3334.61,27671.0,3336.9303111171043,3337.9181308527523,3346.154324513294,3337.4787493219605,3334.0937584766752
2025-07-16 16:30:00,OANDA:XAUUSD,3334.695,3339.6,3322.065,3326.91,43042.0,3334.926248893684,3336.91739168432,3345.399645120616,3333.761749678832,3332.5309266438576
2025-07-16 17:30:00,OANDA:XAUUSD,3326.905,3342.685,3319.695,3338.145,57739.0,3335.569999114947,3337.028992440291,3345.115149233533,3335.153399920076,3333.142752181662
2025-07-16 18:30:00,OANDA:XAUUSD,3338.25,3377.655,3335.99,3343.525,121439.0,3337.160999291958,3337.6195385820824,3345.0527904400615,3338.100520077669,3334.6234530213214
2025-07-16 19:30:00,OANDA:XAUUSD,3343.735,3355.215,3339.09,3349.17,50615.0,3339.5627994335664,3338.6695805291656,3345.214249638491,3342.2358561754218,3336.9004499712764
2025-07-16 20:30:00,OANDA:XAUUSD,3349.155,3357.35,3348.88,3354.8,28788.0,3342.6102395468533,3340.1359822992413,3345.5901614173736,3347.186637030967,3339.86077431032
2025-07-16 21:30:00,OANDA:XAUUSD,3354.83,3357.525,3349.17,3350.445,23007.0,3344.177191637483,3341.0731657265833,3345.7805472441432,3349.091871297277,3341.674961579693
2025-07-16 22:30:00,OANDA:XAUUSD,3350.475,3350.665,3346.07,3347.14,23654.0,3344.7697533099863,3341.624696115076,3345.833859116922,3349.1755463758245,3342.6731745165325
2025-07-16 23:30:00,OANDA:XAUUSD,3347.135,3349.435,3346.33,3347.6,6466.0,3345.335802647989,3342.16790555916,3345.90311954371,3349.3132765710616,3343.614894509651
2025-07-17 01:30:00,OANDA:XAUUSD,3350.96,3352.28,3348.52,3349.695,3318.0,3346.207642118392,3342.8521868719636,3346.051820738074,3350.087092833172,3344.7897052931407
2025-07-17 02:30:00,OANDA:XAUUSD,3349.79,3350.295,3345.37,3346.555,2915.0,3346.277113694714,3343.1888062472394,3346.07155325815,3349.4362515275952,3345.256204244015
2025-07-17 03:30:00,OANDA:XAUUSD,3346.54,3347.47,3339.775,3340.895,13077.0,3345.2006909557713,3342.980278406581,3345.868551169595,3346.866863030922,3344.6701603666875
2025-07-17 04:30:00,OANDA:XAUUSD,3340.85,3344.63,3337.285,3344.11,15977.0,3344.982552764617,3343.0829803696192,3345.7995883786302,3346.140979871814,3344.712602117933
2025-07-17 05:30:00,OANDA:XAUUSD,3344.065,3344.865,3337.845,3341.45,13739.0,3344.276042211694,3342.9345276087447,3345.6290162853506,3344.6375754551127,3344.281044870053
2025-07-17 06:30:00,OANDA:XAUUSD,3341.46,3342.455,3336.375,3341.59,11829.0,3343.7388337693556,3342.8122978261313,3345.4706234898467,3343.5982936102196,3343.925286443127
2025-07-17 07:30:00,OANDA:XAUUSD,3341.585,3344.845,3338.44,3342.795,8704.0,3343.5500670154847,3342.8107252964833,3345.3656970784805,3343.286621485079,3343.8211035577087
2025-07-17 08:30:00,OANDA:XAUUSD,3342.765,3342.995,3336.04,3339.56,12386.0,3342.7520536123884,3342.515204814985,3345.138022683246,3341.9028864655866,3343.1650755238275
2025-07-17 09:30:00,OANDA:XAUUSD,3339.575,3339.965,3328.29,3335.53,22694.0,3341.307642889911,3341.8801861954407,3344.761237479982,3339.4727805944876,3341.893688094803
2025-07-17 10:30:00,OANDA:XAUUSD,3335.48,3336.275,3325.16,3325.855,19421.0,3338.2171143119294,3340.4233510867643,3344.0198164023354,3334.276801613205,3339.111229987388
2025-07-17 11:30:00,OANDA:XAUUSD,3325.845,3332.18,3325.585,3328.81,14377.0,3336.335691449544,3339.3675918970584,3343.4233530140086,3331.6783030006554,3337.2149734524382
2025-07-17 12:30:00,OANDA:XAUUSD,3328.795,3332.48,3324.755,3325.65,11864.0,3334.1985531596356,3338.1205380882348,3342.7263587781654,3328.762931768598,3335.0299269487405
2025-07-17 13:30:00,OANDA:XAUUSD,3325.675,3331.205,3325.03,3325.905,13253.0,3332.5398425277085,3337.0100346256677,3342.06669764961,3326.8643769093364,3333.1908395328846
2025-07-17 14:30:00,OANDA:XAUUSD,3325.875,3328.58,3322.34,3324.26,14468.0,3330.883874022167,3335.850940568789,3341.368395780998,3325.0187267230363,3331.325223160006
2025-07-17 15:30:00,OANDA:XAUUSD,3324.255,3328.675,3309.79,3313.15,41116.0,3327.3370992177342,3333.7872186988993,3340.261792024881,3319.807561534883,3327.7968193546512
2025-07-17 16:30:00,OANDA:XAUUSD,3313.195,3321.855,3311.16,3319.16,45436.0,3325.7016793741873,3332.457471544454,3339.434270769003,3318.3697133530686,3325.8027929092787
2025-07-17 17:30:00,OANDA:XAUUSD,3319.085,3335.325,3318.365,3334.235,36735.0,3327.4083434993504,3332.619065040413,3339.2303777976695,3322.908101982586,3326.716260368398
2025-07-17 18:30:00,OANDA:XAUUSD,3334.275,3338.495,3331.295,3336.865,23767.0,3329.2996747994807,3333.005059127648,3339.1376178840355,3327.212546626173,3327.9897767778484
2025-07-17 19:30:00,OANDA:XAUUSD,3336.87,3340.07,3335.56,3338.865,16403.0,3331.212739839585,3333.5377810251343,3339.1269269866225,3331.0734893330227,3329.4627260684856
2025-07-17 20:30:00,OANDA:XAUUSD,3338.88,3341.17,3336.37,3337.525,14236.0,3332.4751918716684,3333.9002554773947,3339.0641063204803,3333.3737530920853,3330.525182291587
2025-07-17 21:30:00,OANDA:XAUUSD,3337.53,3339.025,3335.785,3338.615,14507.0,3333.703153497335,3334.3288686158135,3339.0464943079123,3335.404371774201,3331.650268572733
2025-07-17 22:30:00,OANDA:XAUUSD,3338.61,3340.86,3338.275,3339.855,11663.0,3334.933522797868,3334.831244196194,3339.0782004134844,3337.2787928597872,3332.8528583210123
2025-07-17 23:30:00,OANDA:XAUUSD,3339.795,3340.275,3337.445,3339.06,3516.0,3335.7588182382947,3335.2156765419945,3339.0774866717793,3338.295270640171,3333.7666278789206
2025-07-18 01:30:00,OANDA:XAUUSD,3341.45,3344.11,3338.325,3343.335,5625.0,3337.274054590636,3335.9537968563586,3339.2444479787687,3340.5154055940097,3335.3074983575316
2025-07-18 02:30:00,OANDA:XAUUSD,3343.315,3343.555,3339.57,3340.38,3957.0,3337.895243672509,3336.356178960326,3339.2889794305815,3340.985275740706,3336.1344367831807
2025-07-18 03:30:00,OANDA:XAUUSD,3340.335,3341.43,3337.965,3339.965,8267.0,3338.3091949380073,3336.6842536002964,3339.315490041147,3341.1123816049635,3336.7809194755923
2025-07-18 04:30:00,OANDA:XAUUSD,3339.985,3343.15,3335.335,3337.82,16639.0,3338.211355950406,3336.7875032729967,3339.2568433728666,3340.3756340938894,3336.969244680266
2025-07-18 05:30:00,OANDA:XAUUSD,3337.765,3344.325,3336.96,3337.82,14602.0,3338.133084760325,3336.8813666118153,3339.2004965739306,3339.801890323047,3337.1319163809862
2025-07-18 06:30:00,OANDA:XAUUSD,3337.85,3338.575,3334.19,3334.705,8946.0,3337.4474678082597,3336.6835151016503,3339.024202590639,3338.234018696785,3336.731422609838
2025-07-18 07:30:00,OANDA:XAUUSD,3334.68,3337.185,3333.87,3337.185,6018.0,3337.394974246608,3336.7291046378637,3338.9520769988494,3337.9822201081065,3336.8141019509553
2025-07-18 08:30:00,OANDA:XAUUSD,3337.17,3340.37,3333.445,3333.56,10329.0,3336.6279793972867,3336.4410042162394,3338.740622998894,3336.484180207028,3336.2563650266648
2025-07-18 09:30:00,OANDA:XAUUSD,3333.565,3342.81,3331.885,3342.14,15898.0,3337.7303835178295,3336.959094742036,3338.8739319008982,3338.4972674620567,3337.26223232042
2025-07-18 10:30:00,OANDA:XAUUSD,3342.135,3350.235,3340.72,3349.975,12071.0,3340.179306814264,3338.1423588563966,3339.3092679047845,3342.7519526067927,3339.493633122528
2025-07-18 11:30:00,OANDA:XAUUSD,3349.995,3350.43,3346.305,3347.635,9114.0,3341.670445451411,3339.0053262330875,3339.635767202636,3344.921472995152,3341.018273181108
2025-07-18 12:30:00,OANDA:XAUUSD,3347.705,3354.975,3347.52,3352.275,12072.0,3343.791356361129,3340.2116602118977,3340.131423390768,3348.0889071238958,3343.138279236289
2025-07-18 13:30:00,OANDA:XAUUSD,3352.28,3352.795,3347.895,3351.535,11578.0,3345.340085088904,3341.2410547380887,3340.578622473483,3350.0171086813366,3344.8374306931632
2025-07-18 14:30:00,OANDA:XAUUSD,3351.435,3357.765,3350.845,3354.33,13959.0,3347.138068071123,3342.4309588528076,3341.1178921804053,3352.3180733308445,3346.7821225526204
2025-07-18 15:30:00,OANDA:XAUUSD,3354.315,3361.33,3354.205,3360.005,19870.0,3349.711454456899,3344.0285989570975,3341.8585630752914,3355.9141677732964,3349.4366024153724
2025-07-18 16:30:00,OANDA:XAUUSD,3360.01,3360.345,3352.26,3355.675,34933.0,3350.9041635655194,3345.0873626882703,3342.4003841311624,3356.8205015055337,3350.9662419514043
2025-07-18 17:30:00,OANDA:XAUUSD,3355.615,3359.105,3351.235,3354.75,30140.0,3351.6733308524153,3345.9657842620636,3342.8846827926855,3357.021735033943,3352.1087850229064
2025-07-18 18:30:00,OANDA:XAUUSD,3354.795,3356.405,3352.445,3353.735,22092.0,3352.085664681933,3346.672076601876,3343.310185428267,3356.694255090769,3352.8987066933814
2025-07-18 19:30:00,OANDA:XAUUSD,3353.745,3357.525,3351.31,3353.705,19093.0,3352.4095317455467,3347.3114332744326,3343.7178252153935,3356.3554977235062,3353.5532394235797
2025-07-18 20:30:00,OANDA:XAUUSD,3353.72,3353.865,3350.6,3352.285,15288.0,3352.3846253964375,3347.76357570403,3344.0537928540057,3355.5214730995176,3353.8489835028886
2025-07-18 21:30:00,OANDA:XAUUSD,3352.27,3353.46,3350.185,3351.44,10961.0,3352.19570031715,3348.0977960945725,3344.3434480362016,3354.554038416184,3353.9338217213012
2025-07-18 22:30:00,OANDA:XAUUSD,3351.405,3352.89,3347.69,3348.33,10394.0,3351.4225602537203,3348.1189055405202,3344.499783407331,3352.6907186822036,3353.4435737884082
2025-07-18 23:30:00,OANDA:XAUUSD,3348.32,3351.965,3347.75,3350.095,3420.0,3351.1570482029765,3348.2985504913822,3344.719203665867,3351.959165305168,3353.3024715811553
2025-07-21 01:30:00,OANDA:XAUUSD,3348.84,3350.37,3344.905,3347.775,4250.0,3350.4806385623815,3348.250954992166,3344.839038816225,3350.581204531659,3352.756705529036
2025-07-21 02:30:00,OANDA:XAUUSD,3347.725,3349.505,3345.52,3349.14,3421.0,3350.2125108499054,3348.3317772656055,3345.007703960687,3350.078461455346,3352.5013889113416
2025-07-21 03:30:00,OANDA:XAUUSD,3349.21,3354.59,3347.725,3352.31,10473.0,3350.6320086799246,3348.6934338778233,3345.2940685112485,3350.860367428292,3352.8127686577814
2025-07-21 04:30:00,OANDA:XAUUSD,3352.305,3358.665,3351.945,3356.565,14303.0,3351.81860694394,3349.4090307980214,3345.736065824533,3352.9505725538456,3353.804423252709
2025-07-21 05:30:00,OANDA:XAUUSD,3356.645,3357.53,3352.395,3354.21,9518.0,3352.296885555152,3349.8454825436556,3346.068376968669,3353.5850809320464,3354.238068180312
2025-07-21 06:30:00,OANDA:XAUUSD,3354.2,3356.95,3351.11,3351.295,8233.0,3352.096508444122,3349.9772568578687,3346.2733425777406,3352.966763056813,3354.090311358659
2025-07-21 07:30:00,OANDA:XAUUSD,3351.325,3358.8,3350.7,3357.875,6218.0,3353.2522067552973,3350.6952335071533,3346.7283095354765,3354.87296909439,3355.0870800072216
2025-07-21 08:30:00,OANDA:XAUUSD,3357.86,3369.71,3357.735,3366.72,20830.0,3355.945765404238,3352.152030461048,3347.5122973968305,3359.3972221946647,3357.46897905556
2025-07-21 09:30:00,OANDA:XAUUSD,3366.705,3370.82,3365.41,3368.355,15754.0,3358.4276123233903,3353.6250276918618,3348.3296582832295,3363.1742552910537,3359.7977057148846
2025-07-21 10:30:00,OANDA:XAUUSD,3368.375,3370.55,3363.935,3364.77,17516.0,3359.6960898587126,3354.638206992601,3348.97437756624,3364.508186261101,3361.170804559658
2025-07-21 11:30:00,OANDA:XAUUSD,3364.8,3366.865,3363.125,3366.065,13973.0,3360.9698718869704,3355.67700635691,3349.6445980538383,3365.838574631487,3362.5600944763332
2025-07-21 12:30:00,OANDA:XAUUSD,3366.1,3366.58,3362.845,3366.305,8808.0,3362.0368975095766,3356.6431875971907,3350.2979471497665,3366.785480203275,3363.778887015103
2025-07-21 13:30:00,OANDA:XAUUSD,3366.315,3368.28,3362.915,3366.225,7987.0,3362.874518007661,3357.5142614519914,3350.922537457619,3367.3434805610873,3364.7931462453666
2025-07-21 14:30:00,OANDA:XAUUSD,3366.265,3375.765,3365.33,3375.455,17815.0,3365.390614406129,3359.1452376836287,3351.884594812222,3370.978661567644,3367.245111342731
2025-07-21 15:30:00,OANDA:XAUUSD,3375.41,3388.715,3374.635,3387.32,28858.0,3369.776491524903,3361.7065797123896,3353.2742185450766,3377.7556309491342,3371.3985939740833
2025-07-21 16:30:00,OANDA:XAUUSD,3387.34,3395.375,3383.655,3388.565,42470.0,3373.534193219923,3364.1482542839904,3354.6581707589953,3382.9236661153236,3375.178880496076
2025-07-21 17:30:00,OANDA:XAUUSD,3388.54,3401.645,3386.235,3400.355,65709.0,3378.8983545759384,3367.4397766218094,3356.4502032782502,3390.7012619770708,3380.4599116671775
2025-07-21 18:30:00,OANDA:XAUUSD,3400.375,3401.13,3395.56,3398.095,38074.0,3382.737683660751,3370.226615110736,3358.0833325614562,3395.2514728495066,3384.596591051004
2025-07-21 19:30:00,OANDA:XAUUSD,3398.075,3399.18,3393.88,3395.655,29397.0,3385.3211469286007,3372.538286464305,3359.5567312845365,3397.398948893885,3387.7034203677936
2025-07-21 20:30:00,OANDA:XAUUSD,3395.685,3395.905,3391.375,3393.335,24898.0,3386.9239175428806,3374.428896785732,3360.8813692733784,3397.868375606532,3389.934118808382
2025-07-21 21:30:00,OANDA:XAUUSD,3393.47,3395.92,3393.145,3395.565,17875.0,3388.652134034305,3376.350360714302,3362.2415116548145,3398.790273678366,3392.192802488139
2025-07-21 22:30:00,OANDA:XAUUSD,3395.575,3399.885,3395.205,3398.872,25451.0,3390.6961072274444,3378.3977824675476,3363.6780013938414,3400.441797497204,3394.6612947648955
2025-07-21 23:30:00,OANDA:XAUUSD,3398.84,3399.305,3396.805,3397.06,5813.0,3391.9688857819556,3380.0943476977704,3364.9870993783966,3400.7836608413722,3396.4216909046527
2025-07-22 01:30:00,OANDA:XAUUSD,3399.3,3401.265,3398.685,3399.525,3550.0,3393.4801086255648,3381.8607706343364,3366.3415268537537,3401.740906947985,3398.309648946562
2025-07-22 02:30:00,OANDA:XAUUSD,3399.73,3402.86,3393.175,3396.48,6599.0,3394.0800869004524,3383.1897914857605,3367.5234277614495,3401.1687081782984,3399.351517998169
2025-07-22 03:30:00,OANDA:XAUUSD,3396.505,3397.795,3390.585,3394.615,15599.0,3394.1870695203625,3384.2284468052367,3368.58584235904,3399.943552638567,3399.865157561496
2025-07-22 04:30:00,OANDA:XAUUSD,3394.61,3396.02,3385.18,3386.015,18409.0,3392.55265561629,3384.390860732033,3369.269338737117,3395.8503109875955,3398.7537013529927
2025-07-22 05:30:00,OANDA:XAUUSD,3385.98,3392.005,3385.33,3391.71,13543.0,3392.3841244930322,3385.056237029121,3370.1493646689946,3394.8874238914705,3398.718252409164
2025-07-22 06:30:00,OANDA:XAUUSD,3391.72,3393.91,3388.87,3392.52,8999.0,3392.411299594426,3385.7347609355643,3371.0266444858967,3394.4356791942914,3398.7716148323702
2025-07-22 07:30:00,OANDA:XAUUSD,3392.535,3392.535,3388.055,3391.13,6457.0,3392.155039675541,3386.2252372141493,3371.815011368803,3393.5695354203253,3398.5228101008684
2025-07-22 08:30:00,OANDA:XAUUSD,3391.15,3391.96,3384.855,3385.5,12190.0,3390.824031740433,3386.1593065583174,3372.351677589634,3390.8908219881737,3397.2789813136696
2025-07-22 09:30:00,OANDA:XAUUSD,3385.465,3388.085,3384.38,3384.745,13488.0,3389.6082253923464,3386.0307332348343,3372.837690233178,3388.6890125120694,3396.0226436274424
2025-07-22 10:30:00,OANDA:XAUUSD,3384.735,3387.66,3383.42,3387.66,11187.0,3389.2185803138773,3386.1788483953037,3373.4189572828573,3388.17149394688,3395.397053443556
2025-07-22 11:30:00,OANDA:XAUUSD,3387.675,3390.23,3386.21,3389.045,14968.0,3389.183864251102,3386.439407632094,3374.0317432717648,3388.318422307284,3395.056466073042
2025-07-22 12:30:00,OANDA:XAUUSD,3389.06,3390.68,3384.715,3386.165,11789.0,3388.580091400882,3386.414461483722,3374.507557261107,3387.4047195656512,3394.2254726587907
2025-07-22 13:30:00,OANDA:XAUUSD,3386.12,3388.75,3385.93,3387.11,7510.0,3388.2860731207056,3386.4776922579285,3375.0017707018483,3387.11056102838,3393.6360940299974
2025-07-22 14:30:00,OANDA:XAUUSD,3387.095,3391.715,3386.71,3391.46,13908.0,3388.9208584965645,3386.93062932539,3375.6471914586386,3388.4882771233906,3393.8500282704176
2025-07-22 15:30:00,OANDA:XAUUSD,3391.465,3407.935,3390.935,3407.54,29536.0,3392.644686797252,3388.804208477627,3376.8978898328096,3395.277684339262,3396.797824929686
2025-07-22 16:30:00,OANDA:XAUUSD,3407.545,3420.295,3406.42,3412.485,49457.0,3396.6127494378015,3390.957007706934,3378.2934627805425,3401.8935975838494,3400.181021962721
2025-07-22 17:30:00,OANDA:XAUUSD,3412.425,3427.805,3405.095,3426.26,58113.0,3402.5421995502415,3394.166370642667,3380.1745034558157,3411.510438157032,3405.4694408167766
2025-07-22 18:30:00,OANDA:XAUUSD,3426.255,3430.675,3423.61,3426.525,39058.0,3407.3387596401935,3397.108064220606,3381.99216998696,3418.350598597587,3410.0578494497413
2025-07-22 19:30:00,OANDA:XAUUSD,3426.545,3433.095,3426.31,3432.305,24492.0,3412.3320077121552,3400.3077856550963,3383.9652221443343,3425.1360773356396,3414.989155349301
2025-07-22 20:30:00,OANDA:XAUUSD,3432.33,3433.51,3426.49,3429.435,25621.0,3415.7526061697245,3402.9557142319054,3385.748350687694,3428.732340634567,3418.7096217510093
2025-07-22 21:30:00,OANDA:XAUUSD,3429.445,3431.06,3427.96,3429.67,19541.0,3418.53608493578,3405.384285665368,3387.4707683077845,3431.146655520498,3421.9138119858835
