datetime,symbol,open,high,low,close,volume
2025-07-21 03:00:00,OANDA:XAUUSD,3346.49,3346.91,3345.62,3346.44,249.0
2025-07-21 03:05:00,OANDA:XAUUSD,3346.405,3346.815,3346.005,3346.815,332.0
2025-07-21 03:10:00,OANDA:XAUUSD,3346.85,3347.5,3346.475,3347.005,250.0
2025-07-21 03:15:00,OANDA:XAUUSD,3347.115,3347.965,3346.89,3347.675,277.0
2025-07-21 03:20:00,OANDA:XAUUSD,3347.68,3349.505,3347.585,3349.36,522.0
2025-07-21 03:25:00,OANDA:XAUUSD,3349.345,3349.36,3348.255,3349.14,596.0
2025-07-21 03:30:00,OANDA:XAUUSD,3349.21,3349.67,3347.725,3348.79,1093.0
2025-07-21 03:35:00,OANDA:XAUUSD,3348.795,3349.935,3348.64,3349.905,494.0
2025-07-21 03:40:00,OANDA:XAUUSD,3349.885,3350.555,3349.14,3350.385,941.0
2025-07-21 03:45:00,OANDA:XAUUSD,3350.395,3351.13,3350.005,3350.795,777.0
2025-07-21 03:50:00,OANDA:XAUUSD,3350.815,3351.035,3350.135,3350.425,918.0
2025-07-21 03:55:00,OANDA:XAUUSD,3350.435,3351.835,3350.29,3351.825,594.0
2025-07-21 04:00:00,OANDA:XAUUSD,3351.835,3353.09,3351.815,3353.035,877.0
2025-07-21 04:05:00,OANDA:XAUUSD,3353.185,3353.795,3352.87,3353.68,872.0
2025-07-21 04:10:00,OANDA:XAUUSD,3353.69,3353.98,3352.665,3353.66,946.0
2025-07-21 04:15:00,OANDA:XAUUSD,3353.645,3354.54,3353.1,3354.09,888.0
2025-07-21 04:20:00,OANDA:XAUUSD,3354.085,3354.59,3351.995,3353.16,1165.0
2025-07-21 04:25:00,OANDA:XAUUSD,3353.17,3353.56,3352.23,3352.31,908.0
2025-07-21 04:30:00,OANDA:XAUUSD,3352.305,3355.035,3351.945,3354.09,1481.0
2025-07-21 04:35:00,OANDA:XAUUSD,3354.125,3357.605,3353.98,3357.39,1863.0
2025-07-21 04:40:00,OANDA:XAUUSD,3357.395,3357.6,3356.32,3357.13,1167.0
2025-07-21 04:45:00,OANDA:XAUUSD,3357.17,3357.875,3356.265,3356.86,1237.0
2025-07-21 04:50:00,OANDA:XAUUSD,3356.865,3357.865,3356.245,3357.79,884.0
2025-07-21 04:55:00,OANDA:XAUUSD,3357.795,3358.53,3357.75,3358.165,942.0
2025-07-21 05:00:00,OANDA:XAUUSD,3358.18,3358.665,3357.9,3358.335,1048.0
2025-07-21 05:05:00,OANDA:XAUUSD,3358.49,3358.615,3356.945,3357.48,440.0
2025-07-21 05:10:00,OANDA:XAUUSD,3357.49,3358.29,3356.65,3357.015,1375.0
2025-07-21 05:15:00,OANDA:XAUUSD,3357.0,3357.12,3354.4,3356.89,1634.0
2025-07-21 05:20:00,OANDA:XAUUSD,3356.845,3357.83,3356.675,3356.985,1075.0
2025-07-21 05:25:00,OANDA:XAUUSD,3357.04,3357.92,3356.555,3356.565,1157.0
2025-07-21 05:30:00,OANDA:XAUUSD,3356.645,3356.645,3354.56,3355.36,1293.0
2025-07-21 05:35:00,OANDA:XAUUSD,3355.37,3355.59,3354.3,3354.565,603.0
2025-07-21 05:40:00,OANDA:XAUUSD,3354.585,3355.42,3354.085,3354.275,522.0
2025-07-21 05:45:00,OANDA:XAUUSD,3354.27,3355.69,3354.13,3355.585,694.0
2025-07-21 05:50:00,OANDA:XAUUSD,3355.59,3356.39,3355.14,3356.32,627.0
2025-07-21 05:55:00,OANDA:XAUUSD,3356.315,3357.42,3356.145,3357.18,781.0
2025-07-21 06:00:00,OANDA:XAUUSD,3357.185,3357.53,3354.325,3354.565,1313.0
2025-07-21 06:05:00,OANDA:XAUUSD,3354.57,3354.785,3354.025,3354.155,570.0
2025-07-21 06:10:00,OANDA:XAUUSD,3354.16,3354.16,3352.6,3353.065,893.0
2025-07-21 06:15:00,OANDA:XAUUSD,3353.06,3353.52,3352.395,3352.585,895.0
2025-07-21 06:20:00,OANDA:XAUUSD,3352.525,3353.895,3352.4,3353.455,847.0
2025-07-21 06:25:00,OANDA:XAUUSD,3353.625,3354.69,3353.625,3354.21,480.0
2025-07-21 06:30:00,OANDA:XAUUSD,3354.2,3354.785,3353.865,3354.065,457.0
2025-07-21 06:35:00,OANDA:XAUUSD,3354.075,3354.755,3354.07,3354.665,616.0
2025-07-21 06:40:00,OANDA:XAUUSD,3354.63,3356.85,3354.385,3356.325,1125.0
2025-07-21 06:45:00,OANDA:XAUUSD,3356.26,3356.95,3355.215,3355.76,1188.0
2025-07-21 06:50:00,OANDA:XAUUSD,3355.765,3356.825,3354.66,3355.09,1020.0
2025-07-21 06:55:00,OANDA:XAUUSD,3355.055,3355.315,3354.1,3354.85,701.0
2025-07-21 07:00:00,OANDA:XAUUSD,3354.86,3354.93,3353.575,3353.705,505.0
2025-07-21 07:05:00,OANDA:XAUUSD,3353.755,3353.755,3351.635,3352.18,773.0
2025-07-21 07:10:00,OANDA:XAUUSD,3352.145,3352.76,3351.63,3352.525,592.0
2025-07-21 07:15:00,OANDA:XAUUSD,3352.495,3352.875,3351.35,3351.555,467.0
2025-07-21 07:20:00,OANDA:XAUUSD,3351.54,3352.365,3351.275,3351.365,325.0
2025-07-21 07:25:00,OANDA:XAUUSD,3351.37,3351.585,3351.11,3351.295,464.0
2025-07-21 07:30:00,OANDA:XAUUSD,3351.325,3351.675,3351.005,3351.085,527.0
2025-07-21 07:35:00,OANDA:XAUUSD,3351.12,3352.335,3350.7,3352.115,788.0
2025-07-21 07:40:00,OANDA:XAUUSD,3352.085,3352.085,3351.165,3351.295,396.0
2025-07-21 07:45:00,OANDA:XAUUSD,3351.235,3352.615,3350.89,3352.61,421.0
2025-07-21 07:50:00,OANDA:XAUUSD,3352.605,3353.505,3352.605,3353.47,549.0
2025-07-21 07:55:00,OANDA:XAUUSD,3353.465,3354.895,3353.17,3354.84,318.0
2025-07-21 08:00:00,OANDA:XAUUSD,3354.835,3356.01,3354.665,3355.88,285.0
2025-07-21 08:05:00,OANDA:XAUUSD,3355.885,3356.07,3355.31,3355.905,267.0
2025-07-21 08:10:00,OANDA:XAUUSD,3355.875,3357.265,3355.355,3356.95,773.0
2025-07-21 08:15:00,OANDA:XAUUSD,3356.94,3357.485,3356.425,3357.14,590.0
2025-07-21 08:20:00,OANDA:XAUUSD,3357.07,3358.535,3356.97,3358.265,558.0
2025-07-21 08:25:00,OANDA:XAUUSD,3358.285,3358.8,3357.765,3357.875,746.0
2025-07-21 08:30:00,OANDA:XAUUSD,3357.86,3359.305,3357.735,3359.185,772.0
2025-07-21 08:35:00,OANDA:XAUUSD,3359.21,3360.47,3358.675,3359.75,1140.0
2025-07-21 08:40:00,OANDA:XAUUSD,3359.76,3362.985,3359.685,3362.98,1968.0
2025-07-21 08:45:00,OANDA:XAUUSD,3362.985,3364.605,3362.665,3363.865,2006.0
2025-07-21 08:50:00,OANDA:XAUUSD,3363.855,3365.46,3363.75,3365.26,1304.0
2025-07-21 08:55:00,OANDA:XAUUSD,3365.255,3368.745,3365.2,3367.075,2060.0
2025-07-21 09:00:00,OANDA:XAUUSD,3367.09,3369.48,3364.92,3369.12,3849.0
2025-07-21 09:05:00,OANDA:XAUUSD,3369.125,3369.71,3366.79,3367.115,2196.0
2025-07-21 09:10:00,OANDA:XAUUSD,3367.135,3368.305,3366.485,3367.4,1887.0
2025-07-21 09:15:00,OANDA:XAUUSD,3367.395,3368.665,3366.98,3367.675,1230.0
2025-07-21 09:20:00,OANDA:XAUUSD,3367.62,3368.455,3366.54,3367.215,1154.0
2025-07-21 09:25:00,OANDA:XAUUSD,3367.225,3368.14,3366.685,3366.72,1264.0
2025-07-21 09:30:00,OANDA:XAUUSD,3366.705,3368.665,3365.755,3366.105,1615.0
2025-07-21 09:35:00,OANDA:XAUUSD,3366.04,3367.59,3365.41,3367.4,1216.0
2025-07-21 09:40:00,OANDA:XAUUSD,3367.41,3367.905,3366.53,3366.96,887.0
2025-07-21 09:45:00,OANDA:XAUUSD,3366.855,3368.93,3366.57,3367.985,1451.0
2025-07-21 09:50:00,OANDA:XAUUSD,3368.04,3368.665,3367.71,3368.205,1378.0
2025-07-21 09:55:00,OANDA:XAUUSD,3368.19,3370.255,3368.09,3369.86,1626.0
2025-07-21 10:00:00,OANDA:XAUUSD,3369.875,3370.59,3369.57,3370.14,1076.0
2025-07-21 10:05:00,OANDA:XAUUSD,3370.15,3370.82,3369.285,3369.415,1077.0
2025-07-21 10:10:00,OANDA:XAUUSD,3369.385,3369.48,3367.765,3368.99,1561.0
2025-07-21 10:15:00,OANDA:XAUUSD,3368.97,3370.505,3368.365,3370.455,996.0
2025-07-21 10:20:00,OANDA:XAUUSD,3370.465,3370.785,3368.925,3369.145,1000.0
2025-07-21 10:25:00,OANDA:XAUUSD,3369.14,3369.31,3367.535,3368.355,1871.0
2025-07-21 10:30:00,OANDA:XAUUSD,3368.375,3370.55,3367.095,3369.925,1677.0
2025-07-21 10:35:00,OANDA:XAUUSD,3369.88,3370.145,3369.025,3369.235,1294.0
2025-07-21 10:40:00,OANDA:XAUUSD,3369.215,3369.235,3367.75,3368.13,1505.0
2025-07-21 10:45:00,OANDA:XAUUSD,3368.07,3368.395,3366.085,3366.655,1675.0
2025-07-21 10:50:00,OANDA:XAUUSD,3366.64,3366.75,3364.64,3364.975,2061.0
2025-07-21 10:55:00,OANDA:XAUUSD,3364.965,3366.155,3364.955,3366.07,905.0
2025-07-21 11:00:00,OANDA:XAUUSD,3365.96,3366.77,3365.355,3366.77,1168.0
2025-07-21 11:05:00,OANDA:XAUUSD,3366.68,3367.57,3366.34,3366.985,943.0
2025-07-21 11:10:00,OANDA:XAUUSD,3367.09,3367.14,3365.58,3365.755,1589.0
2025-07-21 11:15:00,OANDA:XAUUSD,3365.735,3367.03,3365.575,3365.895,1554.0
2025-07-21 11:20:00,OANDA:XAUUSD,3365.89,3365.89,3364.32,3364.555,1362.0
2025-07-21 11:25:00,OANDA:XAUUSD,3364.57,3365.89,3363.935,3364.77,1783.0
2025-07-21 11:30:00,OANDA:XAUUSD,3364.8,3364.82,3363.125,3364.25,1899.0
2025-07-21 11:35:00,OANDA:XAUUSD,3364.315,3364.875,3363.74,3363.75,1254.0
2025-07-21 11:40:00,OANDA:XAUUSD,3363.755,3364.985,3363.755,3364.215,1532.0
2025-07-21 11:45:00,OANDA:XAUUSD,3364.25,3364.425,3363.53,3364.345,791.0
2025-07-21 11:50:00,OANDA:XAUUSD,3364.31,3365.3,3363.19,3365.16,1140.0
2025-07-21 11:55:00,OANDA:XAUUSD,3365.165,3366.01,3364.645,3365.58,1084.0
2025-07-21 12:00:00,OANDA:XAUUSD,3365.585,3366.68,3364.485,3366.0,1366.0
2025-07-21 12:05:00,OANDA:XAUUSD,3365.995,3366.865,3365.17,3365.435,1298.0
2025-07-21 12:10:00,OANDA:XAUUSD,3365.42,3365.505,3364.18,3365.215,941.0
2025-07-21 12:15:00,OANDA:XAUUSD,3365.21,3366.385,3364.81,3366.385,975.0
2025-07-21 12:20:00,OANDA:XAUUSD,3366.36,3366.595,3365.695,3366.06,971.0
2025-07-21 12:25:00,OANDA:XAUUSD,3366.055,3366.365,3365.49,3366.065,722.0
2025-07-21 12:30:00,OANDA:XAUUSD,3366.1,3366.365,3365.18,3366.195,936.0
2025-07-21 12:35:00,OANDA:XAUUSD,3366.17,3366.275,3364.375,3364.59,917.0
2025-07-21 12:40:00,OANDA:XAUUSD,3364.6,3366.58,3364.6,3365.535,654.0
2025-07-21 12:45:00,OANDA:XAUUSD,3365.545,3366.19,3365.245,3365.93,536.0
2025-07-21 12:50:00,OANDA:XAUUSD,3365.85,3366.05,3365.49,3365.825,313.0
2025-07-21 12:55:00,OANDA:XAUUSD,3365.815,3365.865,3365.125,3365.14,572.0
2025-07-21 13:00:00,OANDA:XAUUSD,3365.115,3365.32,3363.295,3364.04,1168.0
2025-07-21 13:05:00,OANDA:XAUUSD,3363.965,3364.515,3363.45,3363.645,560.0
2025-07-21 13:10:00,OANDA:XAUUSD,3363.745,3364.4,3362.845,3364.105,993.0
2025-07-21 13:15:00,OANDA:XAUUSD,3364.205,3364.505,3363.93,3364.235,649.0
2025-07-21 13:20:00,OANDA:XAUUSD,3364.25,3365.4,3363.93,3365.355,662.0
2025-07-21 13:25:00,OANDA:XAUUSD,3365.44,3366.52,3365.145,3366.305,848.0
2025-07-21 13:30:00,OANDA:XAUUSD,3366.315,3368.1,3366.28,3367.715,995.0
2025-07-21 13:35:00,OANDA:XAUUSD,3367.74,3368.28,3366.725,3367.23,834.0
2025-07-21 13:40:00,OANDA:XAUUSD,3367.195,3367.83,3367.15,3367.545,562.0
2025-07-21 13:45:00,OANDA:XAUUSD,3367.58,3367.59,3366.085,3366.53,436.0
2025-07-21 13:50:00,OANDA:XAUUSD,3366.525,3366.585,3365.045,3365.545,432.0
2025-07-21 13:55:00,OANDA:XAUUSD,3365.595,3365.83,3364.865,3365.565,276.0
2025-07-21 14:00:00,OANDA:XAUUSD,3365.585,3365.67,3363.205,3363.225,558.0
2025-07-21 14:05:00,OANDA:XAUUSD,3363.23,3364.02,3362.915,3363.905,625.0
2025-07-21 14:10:00,OANDA:XAUUSD,3363.88,3363.88,3362.97,3363.49,589.0
2025-07-21 14:15:00,OANDA:XAUUSD,3363.535,3364.395,3363.535,3364.095,1160.0
2025-07-21 14:20:00,OANDA:XAUUSD,3364.065,3365.225,3363.96,3365.06,562.0
2025-07-21 14:25:00,OANDA:XAUUSD,3365.12,3366.34,3364.775,3366.225,958.0
2025-07-21 14:30:00,OANDA:XAUUSD,3366.265,3367.35,3365.33,3367.135,1914.0
2025-07-21 14:35:00,OANDA:XAUUSD,3367.14,3368.27,3366.605,3368.065,872.0
2025-07-21 14:40:00,OANDA:XAUUSD,3368.04,3369.925,3368.01,3369.585,1511.0
2025-07-21 14:45:00,OANDA:XAUUSD,3369.615,3371.415,3369.615,3370.41,2138.0
2025-07-21 14:50:00,OANDA:XAUUSD,3370.425,3371.97,3370.045,3371.87,1543.0
2025-07-21 14:55:00,OANDA:XAUUSD,3371.895,3373.88,3371.545,3373.66,2170.0
2025-07-21 15:00:00,OANDA:XAUUSD,3373.695,3373.855,3370.87,3371.96,1338.0
2025-07-21 15:05:00,OANDA:XAUUSD,3371.865,3372.155,3371.01,3371.82,817.0
2025-07-21 15:10:00,OANDA:XAUUSD,3371.85,3374.175,3371.67,3373.965,1674.0
2025-07-21 15:15:00,OANDA:XAUUSD,3373.98,3374.845,3373.52,3374.035,1394.0
