datetime,symbol,open,high,low,close,volume
2025-07-18 14:55:00,OANDA:XAUUSD,3353.43,3353.93,3352.875,3353.1,615.0
2025-07-18 15:00:00,OANDA:XAUUSD,3353.105,3353.935,3352.12,3353.68,873.0
2025-07-18 15:05:00,OANDA:XAUUSD,3353.59,3355.075,3353.065,3355.055,1202.0
2025-07-18 15:10:00,OANDA:XAUUSD,3355.025,3356.105,3354.97,3355.88,1457.0
2025-07-18 15:15:00,OANDA:XAUUSD,3355.855,3357.765,3355.59,3356.06,1646.0
2025-07-18 15:20:00,OANDA:XAUUSD,3356.07,3356.62,3353.91,3354.48,1474.0
2025-07-18 15:25:00,OANDA:XAUUSD,3354.485,3355.535,3353.63,3354.33,1610.0
2025-07-18 15:30:00,OANDA:XAUUSD,3354.315,3359.115,3354.205,3358.285,2304.0
2025-07-18 15:35:00,OANDA:XAUUSD,3358.28,3359.01,3357.21,3357.875,1220.0
2025-07-18 15:40:00,OANDA:XAUUSD,3357.825,3359.725,3357.675,3359.38,1417.0
2025-07-18 15:45:00,OANDA:XAUUSD,3359.375,3359.775,3358.29,3359.14,1486.0
2025-07-18 15:50:00,OANDA:XAUUSD,3359.17,3360.01,3357.49,3357.81,2145.0
2025-07-18 15:55:00,OANDA:XAUUSD,3357.91,3358.425,3356.25,3358.055,1220.0
2025-07-18 16:00:00,OANDA:XAUUSD,3358.09,3360.165,3358.04,3359.0,1808.0
2025-07-18 16:05:00,OANDA:XAUUSD,3359.01,3360.19,3356.945,3358.675,1915.0
2025-07-18 16:10:00,OANDA:XAUUSD,3358.815,3360.88,3358.815,3360.765,1308.0
2025-07-18 16:15:00,OANDA:XAUUSD,3360.67,3360.81,3358.895,3358.965,1326.0
2025-07-18 16:20:00,OANDA:XAUUSD,3359.045,3361.33,3358.905,3359.95,1976.0
2025-07-18 16:25:00,OANDA:XAUUSD,3359.96,3360.55,3359.015,3360.005,1745.0
2025-07-18 16:30:00,OANDA:XAUUSD,3360.01,3360.115,3356.63,3357.92,3354.0
2025-07-18 16:35:00,OANDA:XAUUSD,3357.91,3359.485,3357.515,3358.87,2292.0
2025-07-18 16:40:00,OANDA:XAUUSD,3359.005,3360.345,3358.77,3360.145,2060.0
2025-07-18 16:45:00,OANDA:XAUUSD,3360.155,3360.225,3357.95,3358.645,1968.0
2025-07-18 16:50:00,OANDA:XAUUSD,3358.65,3359.115,3356.26,3358.11,2446.0
2025-07-18 16:55:00,OANDA:XAUUSD,3358.035,3359.93,3357.755,3358.23,1955.0
2025-07-18 17:00:00,OANDA:XAUUSD,3358.225,3358.605,3353.58,3356.145,4401.0
2025-07-18 17:05:00,OANDA:XAUUSD,3356.135,3356.42,3352.26,3353.28,4262.0
2025-07-18 17:10:00,OANDA:XAUUSD,3353.29,3355.625,3352.545,3355.44,3638.0
2025-07-18 17:15:00,OANDA:XAUUSD,3355.435,3355.615,3353.345,3354.06,3141.0
2025-07-18 17:20:00,OANDA:XAUUSD,3354.075,3356.405,3353.92,3354.565,2900.0
2025-07-18 17:25:00,OANDA:XAUUSD,3354.59,3357.45,3354.48,3355.675,2516.0
2025-07-18 17:30:00,OANDA:XAUUSD,3355.615,3357.045,3354.595,3356.01,2814.0
2025-07-18 17:35:00,OANDA:XAUUSD,3356.04,3359.105,3355.52,3356.845,3107.0
2025-07-18 17:40:00,OANDA:XAUUSD,3356.855,3358.05,3355.025,3355.125,3438.0
2025-07-18 17:45:00,OANDA:XAUUSD,3355.1,3355.355,3351.235,3353.395,3352.0
2025-07-18 17:50:00,OANDA:XAUUSD,3353.42,3355.74,3353.075,3355.685,2641.0
2025-07-18 17:55:00,OANDA:XAUUSD,3355.69,3355.935,3353.73,3354.14,2389.0
2025-07-18 18:00:00,OANDA:XAUUSD,3354.105,3355.815,3353.775,3355.705,2462.0
2025-07-18 18:05:00,OANDA:XAUUSD,3355.685,3357.335,3355.115,3355.46,2415.0
2025-07-18 18:10:00,OANDA:XAUUSD,3355.45,3356.865,3354.925,3355.025,1811.0
2025-07-18 18:15:00,OANDA:XAUUSD,3355.035,3356.59,3354.36,3355.12,2081.0
2025-07-18 18:20:00,OANDA:XAUUSD,3355.145,3355.295,3354.1,3354.78,1727.0
2025-07-18 18:25:00,OANDA:XAUUSD,3354.765,3355.275,3354.26,3354.75,1903.0
2025-07-18 18:30:00,OANDA:XAUUSD,3354.795,3355.135,3353.4,3354.515,2791.0
2025-07-18 18:35:00,OANDA:XAUUSD,3354.51,3354.54,3353.01,3354.295,1833.0
2025-07-18 18:40:00,OANDA:XAUUSD,3354.32,3355.775,3352.615,3352.985,2137.0
2025-07-18 18:45:00,OANDA:XAUUSD,3352.97,3354.365,3352.595,3353.71,3442.0
2025-07-18 18:50:00,OANDA:XAUUSD,3353.74,3354.395,3352.99,3354.095,1903.0
2025-07-18 18:55:00,OANDA:XAUUSD,3354.14,3354.45,3353.245,3353.995,1292.0
2025-07-18 19:00:00,OANDA:XAUUSD,3353.985,3353.985,3352.445,3352.59,1495.0
2025-07-18 19:05:00,OANDA:XAUUSD,3352.61,3354.475,3352.48,3353.755,1444.0
2025-07-18 19:10:00,OANDA:XAUUSD,3353.855,3355.6,3353.695,3355.295,1389.0
2025-07-18 19:15:00,OANDA:XAUUSD,3355.305,3356.405,3354.56,3355.06,1845.0
2025-07-18 19:20:00,OANDA:XAUUSD,3355.095,3355.32,3353.395,3354.36,1465.0
2025-07-18 19:25:00,OANDA:XAUUSD,3354.345,3354.465,3353.63,3353.735,1056.0
2025-07-18 19:30:00,OANDA:XAUUSD,3353.745,3355.245,3353.685,3354.855,1665.0
2025-07-18 19:35:00,OANDA:XAUUSD,3354.88,3355.525,3353.06,3353.34,1174.0
2025-07-18 19:40:00,OANDA:XAUUSD,3353.355,3354.15,3351.31,3351.55,2010.0
2025-07-18 19:45:00,OANDA:XAUUSD,3351.54,3353.71,3351.31,3353.56,1624.0
2025-07-18 19:50:00,OANDA:XAUUSD,3353.555,3354.47,3352.69,3353.13,2055.0
2025-07-18 19:55:00,OANDA:XAUUSD,3353.145,3354.275,3352.895,3353.625,1606.0
2025-07-18 20:00:00,OANDA:XAUUSD,3353.6,3356.515,3353.385,3356.38,1502.0
2025-07-18 20:05:00,OANDA:XAUUSD,3356.405,3357.525,3354.925,3355.12,1363.0
2025-07-18 20:10:00,OANDA:XAUUSD,3355.09,3355.48,3353.115,3354.49,1330.0
2025-07-18 20:15:00,OANDA:XAUUSD,3354.495,3355.325,3353.985,3354.78,1325.0
2025-07-18 20:20:00,OANDA:XAUUSD,3354.82,3354.82,3351.92,3352.955,1404.0
2025-07-18 20:25:00,OANDA:XAUUSD,3352.95,3354.045,3352.74,3353.705,2035.0
2025-07-18 20:30:00,OANDA:XAUUSD,3353.72,3353.755,3352.64,3352.815,1727.0
2025-07-18 20:35:00,OANDA:XAUUSD,3352.84,3353.865,3352.58,3352.98,1548.0
2025-07-18 20:40:00,OANDA:XAUUSD,3352.985,3353.385,3352.25,3352.295,1175.0
2025-07-18 20:45:00,OANDA:XAUUSD,3352.29,3353.04,3352.0,3352.49,960.0
2025-07-18 20:50:00,OANDA:XAUUSD,3352.445,3352.685,3350.6,3352.17,1281.0
2025-07-18 20:55:00,OANDA:XAUUSD,3352.22,3352.44,3350.69,3351.95,1383.0
2025-07-18 21:00:00,OANDA:XAUUSD,3352.0,3352.48,3351.295,3351.935,1322.0
2025-07-18 21:05:00,OANDA:XAUUSD,3351.94,3352.225,3351.13,3351.865,1099.0
2025-07-18 21:10:00,OANDA:XAUUSD,3351.905,3351.91,3350.89,3351.485,1379.0
2025-07-18 21:15:00,OANDA:XAUUSD,3351.48,3351.755,3350.965,3351.215,1222.0
2025-07-18 21:20:00,OANDA:XAUUSD,3351.22,3351.93,3351.205,3351.425,984.0
2025-07-18 21:25:00,OANDA:XAUUSD,3351.415,3352.495,3351.385,3352.285,1208.0
2025-07-18 21:30:00,OANDA:XAUUSD,3352.27,3353.46,3352.27,3352.98,1273.0
2025-07-18 21:35:00,OANDA:XAUUSD,3353.005,3353.105,3350.96,3351.185,1071.0
2025-07-18 21:40:00,OANDA:XAUUSD,3351.19,3352.16,3350.26,3350.485,1124.0
2025-07-18 21:45:00,OANDA:XAUUSD,3350.495,3351.255,3350.185,3351.165,1115.0
2025-07-18 21:50:00,OANDA:XAUUSD,3351.15,3352.345,3350.805,3352.13,777.0
2025-07-18 21:55:00,OANDA:XAUUSD,3352.14,3352.475,3351.83,3351.875,733.0
2025-07-18 22:00:00,OANDA:XAUUSD,3351.87,3352.71,3351.715,3352.115,780.0
2025-07-18 22:05:00,OANDA:XAUUSD,3352.105,3352.465,3351.81,3352.28,792.0
2025-07-18 22:10:00,OANDA:XAUUSD,3352.165,3352.23,3351.375,3351.47,708.0
2025-07-18 22:15:00,OANDA:XAUUSD,3351.46,3351.86,3350.795,3351.81,850.0
2025-07-18 22:20:00,OANDA:XAUUSD,3351.8,3351.925,3351.16,3351.495,932.0
2025-07-18 22:25:00,OANDA:XAUUSD,3351.49,3351.775,3351.13,3351.44,806.0
2025-07-18 22:30:00,OANDA:XAUUSD,3351.405,3352.605,3351.315,3352.585,941.0
2025-07-18 22:35:00,OANDA:XAUUSD,3352.6,3352.89,3351.585,3351.885,630.0
2025-07-18 22:40:00,OANDA:XAUUSD,3351.875,3351.99,3351.165,3351.505,587.0
2025-07-18 22:45:00,OANDA:XAUUSD,3351.52,3351.775,3351.21,3351.485,662.0
2025-07-18 22:50:00,OANDA:XAUUSD,3351.405,3351.74,3351.01,3351.02,696.0
2025-07-18 22:55:00,OANDA:XAUUSD,3351.015,3351.34,3350.74,3350.825,760.0
2025-07-18 23:00:00,OANDA:XAUUSD,3350.83,3350.865,3348.775,3349.225,1117.0
2025-07-18 23:05:00,OANDA:XAUUSD,3349.22,3349.375,3348.185,3348.765,1029.0
2025-07-18 23:10:00,OANDA:XAUUSD,3348.76,3349.545,3348.76,3349.375,651.0
2025-07-18 23:15:00,OANDA:XAUUSD,3349.38,3349.815,3348.52,3348.855,948.0
2025-07-18 23:20:00,OANDA:XAUUSD,3348.84,3348.84,3347.71,3348.28,828.0
2025-07-18 23:25:00,OANDA:XAUUSD,3348.32,3348.605,3347.69,3348.33,1545.0
2025-07-18 23:30:00,OANDA:XAUUSD,3348.32,3348.865,3347.75,3348.03,622.0
2025-07-18 23:35:00,OANDA:XAUUSD,3348.09,3349.325,3347.895,3349.105,300.0
2025-07-18 23:40:00,OANDA:XAUUSD,3349.155,3350.33,3349.04,3349.895,136.0
2025-07-18 23:45:00,OANDA:XAUUSD,3349.98,3350.49,3349.815,3349.935,122.0
2025-07-18 23:50:00,OANDA:XAUUSD,3349.94,3350.1,3349.41,3349.83,118.0
2025-07-18 23:55:00,OANDA:XAUUSD,3349.865,3349.895,3349.38,3349.875,77.0
2025-07-19 00:00:00,OANDA:XAUUSD,3349.825,3349.845,3349.08,3349.375,97.0
2025-07-19 00:05:00,OANDA:XAUUSD,3349.335,3349.94,3349.275,3349.8,162.0
2025-07-19 00:10:00,OANDA:XAUUSD,3349.78,3351.605,3349.75,3351.135,257.0
2025-07-19 00:15:00,OANDA:XAUUSD,3351.16,3351.965,3350.65,3351.64,357.0
2025-07-19 00:20:00,OANDA:XAUUSD,3351.66,3351.845,3350.015,3350.64,509.0
2025-07-19 00:25:00,OANDA:XAUUSD,3350.635,3350.665,3349.63,3350.095,663.0
2025-07-21 01:30:00,OANDA:XAUUSD,3348.84,3348.915,3348.84,3348.915,18.0
2025-07-21 01:35:00,OANDA:XAUUSD,3349.06,3350.37,3346.915,3347.26,600.0
2025-07-21 01:40:00,OANDA:XAUUSD,3347.275,3348.225,3346.29,3347.055,436.0
2025-07-21 01:45:00,OANDA:XAUUSD,3347.03,3347.52,3345.23,3345.485,533.0
2025-07-21 01:50:00,OANDA:XAUUSD,3345.48,3347.915,3344.905,3347.8,660.0
2025-07-21 01:55:00,OANDA:XAUUSD,3347.76,3348.155,3346.78,3347.87,312.0
2025-07-21 02:00:00,OANDA:XAUUSD,3347.63,3348.07,3346.97,3347.885,200.0
2025-07-21 02:05:00,OANDA:XAUUSD,3347.87,3348.32,3347.125,3347.535,168.0
2025-07-21 02:10:00,OANDA:XAUUSD,3347.51,3348.15,3347.375,3347.61,210.0
2025-07-21 02:15:00,OANDA:XAUUSD,3347.63,3347.895,3346.78,3346.8,510.0
2025-07-21 02:20:00,OANDA:XAUUSD,3346.815,3347.415,3346.275,3347.02,320.0
2025-07-21 02:25:00,OANDA:XAUUSD,3346.95,3348.17,3346.655,3347.775,283.0
2025-07-21 02:30:00,OANDA:XAUUSD,3347.725,3349.235,3346.87,3347.055,319.0
2025-07-21 02:35:00,OANDA:XAUUSD,3347.13,3347.13,3346.32,3346.905,158.0
2025-07-21 02:40:00,OANDA:XAUUSD,3346.86,3346.905,3345.76,3346.13,119.0
2025-07-21 02:45:00,OANDA:XAUUSD,3346.12,3346.12,3345.52,3346.07,109.0
2025-07-21 02:50:00,OANDA:XAUUSD,3346.12,3346.555,3345.565,3346.21,222.0
2025-07-21 02:55:00,OANDA:XAUUSD,3346.26,3346.875,3346.11,3346.48,268.0
