datetime,symbol,open,high,low,close,volume,ema_200,williams_long_stop_plot,williams_short_stop_plot,is_williams_high,is_williams_low,williams_high_price,williams_low_price,strategy_position
2025-08-01 15:45:00,OANDA:XAUUSD,3301.13,3302.8,3300.605,3302.71,1221.0,3302.71,3302.71,3302.71,False,False,,,0
2025-08-01 15:50:00,OANDA:XAUUSD,3302.765,3304.105,3301.165,3303.29,1788.0,3302.7157711442787,3302.71,3303.29,False,False,,,0
2025-08-01 15:55:00,OANDA:XAUUSD,3303.305,3304.035,3300.525,3302.355,1221.0,3302.7121813816493,3302.355,3303.29,False,False,,,0
2025-08-01 16:00:00,OANDA:XAUUSD,3302.36,3331.0,3301.79,3328.22,8653.0,3302.9659905221306,3302.355,3328.22,False,False,,,0
2025-08-01 16:05:00,OANDA:XAUUSD,3328.235,3335.435,3327.96,3332.115,7802.0,3303.256030417433,3302.355,3332.115,False,False,,,0
2025-08-01 16:10:00,OANDA:XAUUSD,3332.12,3340.82,3330.595,3339.225,7550.0,3303.6139306122845,3302.355,3339.225,False,False,,,0
2025-08-01 16:15:00,OANDA:XAUUSD,3339.17,3345.275,3339.04,3343.29,5592.0,3304.0087173723614,3302.355,3343.29,False,False,,,0
2025-08-01 16:20:00,OANDA:XAUUSD,3343.42,3345.15,3335.9,3339.775,6114.0,3304.364600781592,3328.22,3343.29,False,False,,,0
2025-08-01 16:25:00,OANDA:XAUUSD,3339.76,3342.185,3335.425,3341.26,4003.0,3304.731719181775,3332.115,3343.29,False,False,,,0
2025-08-01 16:30:00,OANDA:XAUUSD,3341.275,3344.75,3339.59,3344.675,4763.0,3305.129164762056,3339.225,3344.675,False,False,,,0
2025-08-01 16:35:00,OANDA:XAUUSD,3344.765,3346.0,3339.86,3346.0,3707.0,3305.535839739548,3339.775,3346.0,False,False,,,0
2025-08-01 16:40:00,OANDA:XAUUSD,3346.085,3351.075,3346.085,3351.05,4668.0,3305.98871695607,3339.775,3351.05,False,False,,,0
2025-08-01 16:45:00,OANDA:XAUUSD,3351.01,3354.875,3349.32,3353.125,5534.0,3306.457734697801,3341.26,3353.125,True,False,3354.875,,0
2025-08-01 16:50:00,OANDA:XAUUSD,3353.055,3354.615,3349.835,3352.135,4274.0,3306.912234850062,3344.675,3353.125,False,False,,,0
2025-08-01 16:55:00,OANDA:XAUUSD,3352.1,3352.895,3349.41,3351.915,2786.0,3307.3600235580216,3346.0,3353.125,False,False,,,0
2025-08-01 17:00:00,OANDA:XAUUSD,3351.75,3353.515,3345.115,3346.89,7463.0,3307.753356656947,3346.89,3353.125,False,False,,,0
2025-08-01 17:05:00,OANDA:XAUUSD,3346.88,3349.52,3342.245,3343.725,7036.0,3308.1112834563805,3343.725,3353.125,False,False,,,0
2025-08-01 17:10:00,OANDA:XAUUSD,3343.87,3348.79,3342.11,3347.985,3877.0,3308.5080368548247,3343.725,3352.135,False,False,,,0
2025-08-01 17:15:00,OANDA:XAUUSD,3347.98,3349.905,3342.035,3342.98,4573.0,3308.8510414632347,3342.98,3351.915,False,False,,,0
2025-08-01 17:20:00,OANDA:XAUUSD,3343.065,3344.36,3339.585,3341.845,4931.0,3309.179339558128,3341.845,3347.985,False,False,,,0
2025-08-01 17:25:00,OANDA:XAUUSD,3341.84,3342.605,3338.89,3342.325,3810.0,3309.5091471247138,3341.845,3347.985,False,True,,3338.89,0
2025-08-01 17:30:00,OANDA:XAUUSD,3342.495,3351.56,3342.495,3344.625,6619.0,3309.85855859611,3341.845,3347.985,False,False,,,0
2025-08-01 17:35:00,OANDA:XAUUSD,3344.675,3350.715,3344.48,3349.88,4449.0,3310.2567818936614,3341.845,3349.88,False,False,,,0
2025-08-01 17:40:00,OANDA:XAUUSD,3349.89,3351.62,3348.185,3349.125,4551.0,3310.6435303325306,3341.845,3349.88,False,False,,,0
2025-08-01 17:45:00,OANDA:XAUUSD,3349.105,3354.12,3348.01,3352.655,4590.0,3311.0615549063364,3342.325,3352.655,False,False,,,0
2025-08-01 17:50:00,OANDA:XAUUSD,3352.64,3355.182,3351.205,3352.81,3500.0,3311.4769623202037,3344.625,3352.81,True,False,3355.182,,0
2025-08-01 17:55:00,OANDA:XAUUSD,3352.785,3353.54,3345.25,3345.96,3323.0,3311.820077122988,3345.96,3352.81,False,False,,,0
2025-08-01 18:00:00,OANDA:XAUUSD,3345.98,3346.815,3342.725,3343.31,3045.0,3312.1334096889286,3343.31,3352.81,False,False,,,0
2025-08-01 18:05:00,OANDA:XAUUSD,3343.305,3345.385,3342.14,3342.735,3543.0,3312.43790312486,3342.735,3352.81,False,False,,,0
2025-08-01 18:10:00,OANDA:XAUUSD,3342.63,3345.185,3341.33,3344.775,3721.0,3312.7596652828215,3342.735,3352.81,False,False,,,0
2025-08-01 18:15:00,OANDA:XAUUSD,3344.785,3347.775,3344.605,3347.23,4596.0,3313.1026536879676,3342.735,3347.23,False,False,,,0
2025-08-01 18:20:00,OANDA:XAUUSD,3347.26,3347.36,3341.385,3344.29,2912.0,3313.412975541819,3342.735,3347.23,False,False,,,0
2025-08-01 18:25:00,OANDA:XAUUSD,3344.28,3345.92,3341.955,3345.88,3267.0,3313.736030511552,3342.735,3347.23,False,False,,,0
2025-08-01 18:30:00,OANDA:XAUUSD,3345.87,3346.745,3341.615,3344.655,3639.0,3314.0436819492484,3344.29,3347.23,False,False,,,0
2025-08-01 18:35:00,OANDA:XAUUSD,3344.605,3349.145,3343.795,3349.035,3614.0,3314.3918542681613,3344.29,3349.035,False,False,,,0
2025-08-01 18:40:00,OANDA:XAUUSD,3349.005,3350.705,3348.725,3349.425,3046.0,3314.740442782906,3344.29,3349.425,False,False,,,0
2025-08-01 18:45:00,OANDA:XAUUSD,3349.375,3350.475,3348.75,3350.295,2825.0,3315.0942194716336,3344.655,3350.295,False,False,,,0
2025-08-01 18:50:00,OANDA:XAUUSD,3350.235,3351.045,3348.89,3349.965,2911.0,3315.4411924122146,3344.655,3350.295,False,False,,,0
2025-08-01 18:55:00,OANDA:XAUUSD,3349.97,3350.7,3348.81,3349.645,2786.0,3315.781528806123,3349.035,3350.295,False,False,,,0
2025-08-01 19:00:00,OANDA:XAUUSD,3349.65,3351.295,3348.875,3351.045,2704.0,3316.1324091165097,3349.425,3351.045,True,False,3351.295,,0
2025-08-01 19:05:00,OANDA:XAUUSD,3351.055,3351.12,3346.975,3348.47,2527.0,3316.4541761899773,3348.47,3351.045,False,False,,,0
2025-08-01 19:10:00,OANDA:XAUUSD,3348.475,3349.505,3347.005,3348.815,3216.0,3316.776174436843,3348.47,3351.045,False,False,,,0
2025-08-01 19:15:00,OANDA:XAUUSD,3348.82,3349.955,3347.895,3348.105,1861.0,3317.087904044437,3348.105,3351.045,False,False,,,0
2025-08-01 19:20:00,OANDA:XAUUSD,3348.11,3350.615,3347.28,3350.155,1793.0,3317.4169298748407,3348.105,3351.045,False,False,,,0
2025-08-01 19:25:00,OANDA:XAUUSD,3350.155,3350.555,3347.9,3348.635,1554.0,3317.727557438275,3348.105,3350.155,False,False,,,0
2025-08-01 19:30:00,OANDA:XAUUSD,3348.63,3349.53,3346.01,3346.23,1875.0,3318.0111638319245,3346.23,3350.155,False,False,,,0
2025-08-01 19:35:00,OANDA:XAUUSD,3346.235,3346.825,3344.495,3346.655,1544.0,3318.2961771271293,3346.23,3350.155,False,False,,,0
2025-08-01 19:40:00,OANDA:XAUUSD,3346.645,3346.725,3344.34,3345.6,1753.0,3318.5678569567103,3345.6,3350.155,False,False,,,0
2025-08-01 19:45:00,OANDA:XAUUSD,3345.595,3346.28,3343.195,3344.27,1945.0,3318.8235996735593,3344.27,3348.635,False,False,,,0
2025-08-01 19:50:00,OANDA:XAUUSD,3344.24,3344.345,3341.27,3342.15,1968.0,3319.055703159395,3342.15,3346.655,False,False,,,0
2025-08-01 19:55:00,OANDA:XAUUSD,3342.09,3342.19,3340.72,3341.26,1628.0,3319.276641436416,3341.26,3346.655,False,False,,,0
2025-08-01 20:00:00,OANDA:XAUUSD,3341.235,3343.685,3340.63,3342.78,2552.0,3319.5105057007304,3341.26,3345.6,False,True,,3340.63,0
2025-08-01 20:05:00,OANDA:XAUUSD,3342.72,3343.47,3340.725,3341.375,1849.0,3319.7280628579374,3341.26,3344.27,False,False,,,0
2025-08-01 20:10:00,OANDA:XAUUSD,3341.36,3342.83,3341.095,3342.61,1552.0,3319.955743824525,3341.26,3342.78,False,False,,,0
2025-08-01 20:15:00,OANDA:XAUUSD,3342.595,3342.77,3341.13,3342.635,1510.0,3320.1814080650774,3341.26,3342.78,False,False,,,0
2025-08-01 20:20:00,OANDA:XAUUSD,3342.56,3345.435,3341.985,3345.39,1946.0,3320.432239825624,3341.375,3345.39,False,False,,,0
2025-08-01 20:25:00,OANDA:XAUUSD,3345.385,3348.85,3344.015,3347.4,2829.0,3320.7005757477573,3341.375,3347.4,False,False,,,0
2025-08-01 20:30:00,OANDA:XAUUSD,3347.31,3349.17,3347.005,3347.835,2584.0,3320.970570018924,3342.61,3347.835,False,False,,,0
2025-08-01 20:35:00,OANDA:XAUUSD,3347.88,3349.49,3346.66,3347.6,1640.0,3321.235539471472,3342.635,3347.835,True,False,3349.49,,0
2025-08-01 20:40:00,OANDA:XAUUSD,3347.66,3348.32,3346.73,3346.75,1966.0,3321.4894147006116,3345.39,3347.835,False,False,,,0
2025-08-01 20:45:00,OANDA:XAUUSD,3346.745,3347.66,3345.715,3347.61,1849.0,3321.7493210219986,3346.75,3347.835,False,False,,,0
